"Host/IP","Port","Login","Password","Type","Level","Country","Tag(s)","Speed","Alive","Can Resolve Domain to IP"
"47.91.109.17","80","","","CONNECT","Elite","UNITED ARAB EMIRATES","Public","0,167","39m",X
"47.91.110.148","80","","","CONNECT","Elite","UNITED ARAB EMIRATES","Public","0,156","20m",X
"47.91.115.179","80","","","CONNECT","Elite","UNITED ARAB EMIRATES","Public","0,162","42m",X
"47.91.120.190","80","","","CONNECT","Elite","UNITED ARAB EMIRATES","Public","0,154","41m",X
"47.91.121.127","80","","","CONNECT","Elite","UNITED ARAB EMIRATES","Public","0,150","33m",X
"47.92.152.43","80","","","CONNECT","Elite","CHINA","Public","0,318","30m",X
"47.104.27.249","80","","","CONNECT","Elite","CHINA","Public","0,321","44m",X
"47.104.198.111","80","","","CONNECT","Elite","CHINA","Public","0,316","33m",X
"47.108.159.113","80","","","CONNECT","Elite","CHINA","Public","0,286","35m",X
"47.109.110.100","80","","","CONNECT","Elite","CHINA","Public","0,291","33m",X
"47.116.126.57","80","","","CONNECT","Elite","CHINA","Public","0,313","33m",X
"47.116.210.163","9080","","","CONNECT","Elite","CHINA","Public","0,292","24m",X
"47.119.164.33","80","","","CONNECT","Elite","CHINA","Public","0,309","30m",X
"47.120.26.153","8888","","","WEB","Transparent","CHINA","Public","0,322","31m",X
"47.121.133.212","80","","","CONNECT","Elite","CHINA","Public","0,330","38m",X
"47.121.183.107","80","","","CONNECT","Elite","CHINA","Public","0,347","33m",X
"47.237.2.245","80","","","CONNECT","Elite","SINGAPORE","Public","0,164","22m",X
"47.237.72.113","1011","","","SOCKS5","Elite","SINGAPORE","Public supremenewyork","0,164","40m",X
"47.237.92.86","80","","","CONNECT","Elite","SINGAPORE","Public","0,165","34m",X
"47.237.107.41","80","","","CONNECT","Elite","SINGAPORE","Public","0,164","35m",X
"47.237.113.119","80","","","CONNECT","Elite","SINGAPORE","Public","0,165","33m",X
"47.238.60.156","80","","","CONNECT","Elite","HONG KONG","Public","0,191","34m",X
"47.238.130.212","80","","","CONNECT","Elite","HONG KONG","Public","0,190","31m",X
"47.238.134.126","80","","","CONNECT","Elite","HONG KONG","Public","0,192","43m",X
"47.242.124.53","1011","","","SOCKS5","Elite","HONG KONG","Public Facebook supremenewyork","0,192","31m",X
"47.245.83.61","1011","","","SOCKS5","Elite","SINGAPORE","Public Google SSL","0,165","21m",X
"47.250.11.111","80","","","CONNECT","Elite","MALAYSIA","Public","0,200","33m",X
"47.250.155.254","80","","","CONNECT","Elite","MALAYSIA","Public","0,200","33m",X
"47.250.159.65","80","","","CONNECT","Elite","MALAYSIA","Public","0,211","44m",X
"47.250.177.202","80","","","CONNECT","Elite","MALAYSIA","Public","0,203","35m",X
"47.251.74.38","80","","","CONNECT","Elite","UNITED STATES","Public","0,173","33m",X
"47.251.87.74","80","","","CONNECT","Elite","UNITED STATES","Public","0,172","34m",X
"47.251.87.199","80","","","CONNECT","Elite","UNITED STATES","Public","0,165","35m",X
"47.251.43.115","33333","","","WEB","Elite","UNITED STATES","Public","0,173","23m",X
"47.252.18.37","80","","","CONNECT","Elite","UNITED STATES","Public","0,094","42m",X
"47.252.29.28","11222","","","WEB","Elite","UNITED STATES","Public","1,103","38m",X
"47.254.36.213","80","","","CONNECT","Elite","UNITED STATES","Public","0,167","35m",X
"49.156.44.115","8080","","","CONNECT","Elite","CAMBODIA","Public Facebook supremenewyork","0,232","36m",-
"50.200.166.130","8080","","","CONNECT","Elite","UNITED STATES","Public","4,241","16m",-
"51.16.49.113","993","","","CONNECT","Elite","ISRAEL","Public supremenewyork","0,067","32m",-
"51.16.56.189","3128","","","CONNECT","Elite","ISRAEL","Public supremenewyork","0,065","39m",-
"51.16.49.113","4028","","","CONNECT","Elite","ISRAEL","Public","0,071","40m",-
"51.20.192.194","373","","","CONNECT","Elite","SWEDEN","Public","0,060","34m",-
"51.68.224.9","80","","","WEB","Elite","FRANCE","Public","0,033","45m",X
"51.161.56.52","80","","","WEB","Elite","CANADA","Public","0,114","21m",X
"51.178.68.226","46753","","","SOCKS4","Elite","FRANCE","Public","3,099","22m",-
"51.254.78.223","80","","","WEB","Transparent","FRANCE","Public","0,034","44m",X
"52.47.164.226","8371","","","CONNECT","Elite","FRANCE","Public","0,036","31m",-
"52.47.164.226","11143","","","CONNECT","Elite","FRANCE","Public supremenewyork","0,031","31m",-
"52.47.164.226","4153","","","CONNECT","Elite","FRANCE","Public supremenewyork","0,031","36m",-
"52.47.164.226","25562","","","CONNECT","Elite","FRANCE","Public SSL","0,031","18m",-
"52.47.164.226","20118","","","CONNECT","Elite","FRANCE","Public","0,032","24m",-
"52.90.107.9","10068","","","CONNECT","Elite","UNITED STATES","Public SSL","0,104","20m",-
"52.90.107.9","13961","","","CONNECT","Elite","UNITED STATES","Public supremenewyork","0,097","34m",X
"52.90.107.9","4057","","","CONNECT","Elite","UNITED STATES","Public","0,104","15m",-
"52.90.107.9","155","","","CONNECT","Elite","UNITED STATES","Public supremenewyork","0,096","39m",-
"52.148.130.219","8080","","","CONNECT","Elite","UNITED STATES","Public","4,287","40m",-
"52.188.28.218","3128","","","WEB","Transparent","UNITED STATES","Public","1,103","32m",X
"54.187.162.149","8087","","","CONNECT","Elite","UNITED STATES","Public supremenewyork","0,176","39m",X
"54.187.162.149","26552","","","CONNECT","Elite","UNITED STATES","Public","0,187","23m",-
"54.199.199.66","589","","","CONNECT","Elite","JAPAN","Public SSL","0,245","18m",-
"54.199.199.66","10808","","","CONNECT","Elite","JAPAN","Public supremenewyork","0,245","31m",-
"58.147.186.226","8097","","","CONNECT","Elite","INDONESIA","Public","0,212","23m",X
"59.33.33.155","7890","","","CONNECT","Elite","CHINA","Public Facebook supremenewyork","0,311","31m",X
"60.248.185.247","80","","","CONNECT","Elite","TAIWAN","Public supremenewyork","0,296","31m",X
"61.76.95.217","40088","","","CONNECT","Elite","KOREA","Public SSL","0,261","24m",X
"61.158.175.38","9002","","","WEB","Unknown","CHINA","Public","2,405","22m",X
"62.171.152.87","8888","","","CONNECT","Elite","GERMANY","Public supremenewyork","0,037","36m",X
"63.250.32.220","3128","","","WEB","Transparent","UNITED STATES","Public","0,160","24m",X
"64.110.82.7","8080","","","WEB","Transparent","KOREA","Public","0,245","43m",X
"64.227.131.240","1080","","","SOCKS4","Elite","INDIA","Public supremenewyork","0,154","35m",-
"66.29.147.185","8080","","","CONNECT","Elite","UNITED STATES","Public","0,164","32m",-
"68.13.98.191","8888","","","CONNECT","Elite","UNITED STATES","Public SSL","0,166","20m",X
"74.84.84.132","8080","","","CONNECT","Elite","UNITED STATES","Public Facebook supremenewyork","2,171","36m",-
"77.65.50.118","34159","","","SOCKS4","Elite","POLAND","Public","0,060","15m",-
"77.242.177.57","3128","","","WEB","Anonymous","ITALY","Public","0,034","17m",X
"78.12.249.123","59394","","","CONNECT","Elite","MEXICO","Public","0,177","24m",-
"78.12.230.52","45105","","","CONNECT","Elite","MEXICO","Public","0,177","32m",-
"78.12.82.74","8244","","","CONNECT","Elite","MEXICO","Public supremenewyork","0,177","38m",-
"78.12.121.123","3129","","","CONNECT","Elite","MEXICO","Public supremenewyork","0,177","39m",X
"78.12.82.74","10961","","","CONNECT","Elite","MEXICO","Public","0,179","14m",-
"78.12.121.123","419","","","CONNECT","Elite","MEXICO","Public supremenewyork","0,185","33m",-
"78.12.143.148","8045","","","CONNECT","Elite","MEXICO","Public supremenewyork","0,178","37m",-
"78.12.220.164","17976","","","CONNECT","Elite","MEXICO","Public SSL","0,184","24m",-
"78.12.193.249","413","","","CONNECT","Elite","MEXICO","Public supremenewyork","0,177","35m",-
"78.12.193.249","389","","","CONNECT","Elite","MEXICO","Public supremenewyork","0,176","40m",X
"78.12.205.109","648","","","CONNECT","Elite","MEXICO","Public SSL","0,179","21m",-
"78.12.223.165","3128","","","CONNECT","Elite","MEXICO","Public supremenewyork","0,177","40m",X
"78.12.143.148","21951","","","CONNECT","Elite","MEXICO","Public","0,177","34m",-
"78.12.223.165","1080","","","SOCKS4","Elite","MEXICO","Public","0,184","33m",X
"78.12.223.246","739","","","CONNECT","Elite","MEXICO","Public","0,179","14m",-
"78.12.193.250","9080","","","CONNECT","Elite","MEXICO","Public supremenewyork","0,177","39m",-
"78.12.193.249","10025","","","CONNECT","Elite","MEXICO","Public SSL","0,187","23m",X
"78.12.230.52","297","","","CONNECT","Elite","MEXICO","Public supremenewyork","0,177","40m",X
"78.12.205.109","10105","","","CONNECT","Elite","MEXICO","Public SSL","0,187","15m",-
"78.12.230.52","8021","","","CONNECT","Elite","MEXICO","Public supremenewyork","0,177","35m",X
"78.13.74.125","11739","","","CONNECT","Elite","MEXICO","Public SSL","0,186","20m",-
"78.13.74.125","9765","","","CONNECT","Elite","MEXICO","Public SSL","0,176","14m",-
"78.13.74.125","9246","","","CONNECT","Elite","MEXICO","Public supremenewyork","0,178","39m",X
"78.80.228.150","80","","","WEB","Elite","CZECH REPUBLIC","Public","0,063","41m",X
"79.127.56.147","8080","","","CONNECT","Elite","IRAN","Public","4,230","15m",-
"81.31.234.70","80","","","CONNECT","Elite","THAILAND","Public Facebook supremenewyork","0,190","34m",-
"81.70.56.134","8085","","","WEB","Elite","CHINA","Public","0,299","33m",X
"81.90.149.188","3128","","","CONNECT","Elite","IRAN","Public","0,129","19m",X
"82.137.250.156","4145","","","SOCKS4","Elite","SYRIAN ARAB REPUBLIC","Public Facebook supremenewyork","0,094","42m",-
"84.39.112.144","3128","","","WEB","Transparent","SWITZERLAND","Public","0,052","23m",X
"85.30.219.207","80","","","CONNECT","Elite","RUSSIAN FEDERATION","Public","3,193","41m",-
"86.109.3.24","10066","","","CONNECT","Elite","UNITED STATES","Public Facebook supremenewyork","0,305","33m",-
"86.109.3.23","10093","","","CONNECT","Elite","UNITED STATES","Public","0,538","21m",-
"87.239.31.42","80","","","WEB","Transparent","RUSSIAN FEDERATION","Public","0,078","34m",X
"88.245.138.87","1080","","","SOCKS4","Elite","TURKEY","Public Google SSL","0,087","14m",-
"89.43.31.134","3128","","","CONNECT","Elite","TURKEY","Public","0,087","18m",X
"89.58.55.33","80","","","WEB","Elite","GERMANY","Public SSL","0,045","23m",X
"89.58.57.45","80","","","WEB","Elite","GERMANY","Public supremenewyork","0,046","34m",X
"89.169.36.109","1080","","","SOCKS5","Elite","KAZAKHSTAN","Public SSL","0,110","19m",-
"90.156.197.189","8080","","","CONNECT","Elite","UZBEKISTAN","Public Google SSL","0,198","15m",-
"90.162.35.34","80","","","WEB","Elite","SPAIN","Public","0,031","24m",X
"90.189.165.238","1080","","","SOCKS5","Elite","RUSSIAN FEDERATION","Public","0,128","43m",-
"91.84.99.28","80","","","CONNECT","Elite","NETHERLANDS","Public supremenewyork","0,062","31m",X
"94.247.241.70","53640","","","CONNECT","Elite","RUSSIAN FEDERATION","Public supremenewyork","0,071","39m",-
"95.9.50.41","34983","","","CONNECT","Elite","TURKEY","Public Facebook supremenewyork","0,132","31m",X
"95.47.238.102","3128","","","CONNECT","Elite","UZBEKISTAN","Public Google SSL","0,201","16m",-
"96.126.98.244","9090","","","SOCKS5","Elite","UNITED STATES","Public Facebook supremenewyork","0,166","32m",X
"96.126.98.101","9090","","","SOCKS5","Elite","UNITED STATES","Public Google SSL","0,167","23m",X
"97.74.87.226","80","","","WEB","Elite","SINGAPORE","Public supremenewyork","0,242","44m",X
"101.66.199.25","8085","","","WEB","Elite","CHINA","Public","0,337","33m",X
"101.66.199.101","8085","","","WEB","Elite","CHINA","Public","0,346","20m",X
"101.66.198.42","8085","","","WEB","Elite","CHINA","Public","0,345","36m",X
"101.66.195.209","8085","","","WEB","Elite","CHINA","Public","0,392","32m",X
"101.109.245.157","3128","","","CONNECT","Elite","THAILAND","Public Facebook supremenewyork","2,259","39m",X
"101.132.222.120","80","","","WEB","Elite","CHINA","Public","0,293","34m",X
"101.201.225.47","80","","","WEB","Transparent","CHINA","Public","0,313","24m",X
"102.216.74.128","8080","","","CONNECT","Elite","SOUTH AFRICA","Public","1,215","19m",-
"103.26.109.62","9256","","","CONNECT","Elite","INDIA","Public","0,183","24m",-
"103.49.202.252","80","","","WEB","Transparent","BANGLADESH","Public","0,206","31m",X
"103.72.89.124","8097","","","CONNECT","Elite","INDONESIA","Public","2,286","21m",-
"103.73.101.16","1080","","","SOCKS4","Elite","PAKISTAN","Public","0,181","31m",-
"103.76.107.2","8085","","","CONNECT","Elite","INDONESIA","Public","4,310","32m",-
"103.82.22.43","10001","","","SOCKS4","Elite","VIETNAM","Public supremenewyork","0,300","39m",X
"103.86.109.38","80","","","WEB","Transparent","BANGLADESH","Public","0,205","17m",X
"103.109.212.166","6124","","","CONNECT","Elite","BANGLADESH","Public Facebook supremenewyork","2,238","31m",X
"103.122.64.248","8090","","","CONNECT","Elite","INDONESIA","Public Google SSL","0,177","23m",-
"103.127.23.10","5678","","","SOCKS4","Elite","INDIA","Public supremenewyork","1,230","40m",-
"103.134.246.42","80","","","CONNECT","Elite","INDONESIA","Public Google SSL","3,271","16m",-
"103.159.96.72","8080","","","CONNECT","Elite","INDONESIA","Public","4,320","35m",-
"103.162.50.13","80","","","CONNECT","Elite","BANGLADESH","Public","1,263","16m",-
"103.162.54.164","2233","","","CONNECT","Elite","INDONESIA","Public","3,276","44m",-
"103.163.103.163","8010","","","CONNECT","Elite","INDONESIA","Public","1,205","22m",X
"103.168.207.42","8080","","","CONNECT","Elite","BANGLADESH","Public","4,288","34m",-
"103.169.132.46","3128","","","CONNECT","Elite","INDONESIA","Public Google SSL","2,235","21m",-
"103.216.253.50","20000","","","SOCKS5","Elite","CHINA","Public Google SSL","0,339","17m",X
"103.220.204.166","3325","","","CONNECT","Elite","BANGLADESH","Public","3,274","38m",X
"103.231.78.36","80","","","WEB","Transparent","INDIA","Public","0,186","43m",X
"104.238.228.201","3128","","","WEB","Transparent","UNITED STATES","Public","0,184","32m",X
"109.135.16.145","49879","","","SOCKS5","Elite","BELGIUM","Public","1,126","12m",-
"110.235.255.100","80","","","CONNECT","Elite","CAMBODIA","Public","4,282","31m",-
"113.193.192.2","8080","","","CONNECT","Elite","INDIA","Public","3,322","36m",X
"113.204.79.230","9091","","","WEB","Unknown","CHINA","Public","0,345","24m",X
"114.215.127.92","80","","","CONNECT","Elite","CHINA","Public","0,340","34m",X
"115.231.181.40","8128","","","WEB","Transparent","CHINA","Public","0,304","21m",X
"116.80.44.80","3172","","","WEB","Transparent","JAPAN","Public","1,339","38m",X
"116.80.44.82","3172","","","WEB","Transparent","JAPAN","Public","2,312","24m",X
"116.80.45.203","3172","","","WEB","Transparent","JAPAN","Public","1,313","32m",X
"116.80.47.46","3172","","","WEB","Transparent","JAPAN","Public","1,332","36m",X
"116.80.47.47","3172","","","WEB","Transparent","JAPAN","Public","1,331","13m",X
"116.80.47.53","3172","","","WEB","Transparent","JAPAN","Public","1,332","38m",X
"116.80.47.55","3172","","","WEB","Transparent","JAPAN","Public","1,317","24m",X
"116.80.47.49","3172","","","WEB","Transparent","JAPAN","Public","2,324","36m",X
"116.80.47.60","3172","","","WEB","Transparent","JAPAN","Public","3,385","38m",X
"116.80.47.61","3172","","","WEB","Transparent","JAPAN","Public","1,325","32m",X
"116.80.47.58","3172","","","WEB","Transparent","JAPAN","Public","1,314","19m",X
"116.80.47.17","3172","","","WEB","Transparent","JAPAN","Public","1,327","24m",X
"116.80.43.205","3172","","","WEB","Transparent","JAPAN","Public","1,333","36m",X
"116.80.60.63","3172","","","WEB","Transparent","JAPAN","Public","1,321","31m",X
"116.80.63.46","3172","","","WEB","Transparent","JAPAN","Public","2,334","17m",X
"116.80.58.222","3172","","","WEB","Transparent","JAPAN","Public","1,322","33m",X
"116.80.59.245","3172","","","WEB","Transparent","JAPAN","Public","2,348","24m",X
"116.80.59.172","3172","","","WEB","Transparent","JAPAN","Public","1,322","24m",X
"116.80.92.65","3172","","","WEB","Transparent","JAPAN","Public","2,339","39m",X
"116.80.92.148","3172","","","WEB","Transparent","JAPAN","Public","1,321","14m",X
"116.80.92.149","3172","","","WEB","Transparent","JAPAN","Public","1,331","24m",X
"116.80.92.147","3172","","","WEB","Transparent","JAPAN","Public","2,358","35m",X
"116.80.93.34","3172","","","WEB","Transparent","JAPAN","Public","3,355","39m",X
"116.80.93.54","3172","","","WEB","Transparent","JAPAN","Public","1,322","24m",X
"116.80.94.190","3172","","","WEB","Transparent","JAPAN","Public","2,330","24m",X
"116.80.94.187","3172","","","WEB","Transparent","JAPAN","Public","1,312","39m",X
"116.80.90.111","3172","","","WEB","Transparent","JAPAN","Public","1,327","32m",X
"116.80.80.198","3172","","","WEB","Transparent","JAPAN","Public","1,312","36m",X
"116.80.80.192","3172","","","WEB","Transparent","JAPAN","Public","1,306","39m",X
"116.80.80.194","3172","","","WEB","Transparent","JAPAN","Public","1,308","14m",X
"116.80.80.195","3172","","","WEB","Transparent","JAPAN","Public","1,344","35m",X
"116.80.80.200","3172","","","WEB","Transparent","JAPAN","Public","1,324","24m",X
"116.80.80.173","3172","","","WEB","Transparent","JAPAN","Public","1,303","33m",X
"116.80.80.180","3172","","","WEB","Transparent","JAPAN","Public","2,325","24m",X
"116.80.80.181","3172","","","WEB","Transparent","JAPAN","Public","1,313","30m",X
"116.80.80.188","3172","","","WEB","Transparent","JAPAN","Public","1,291","36m",X
"116.80.80.191","3172","","","WEB","Transparent","JAPAN","Public","1,307","16m",X
"116.80.80.184","3172","","","WEB","Transparent","JAPAN","Public","1,324","38m",X
"116.80.80.187","3172","","","WEB","Transparent","JAPAN","Public","1,329","12m",X
"117.161.170.163","9095","","","CONNECT","Elite","CHINA","Public","3,362","31m",-
"117.161.170.163","9081","","","SOCKS5","Elite","CHINA","Public","0,313","33m",-
"119.18.149.9","5720","","","CONNECT","Elite","BANGLADESH","Public","0,221","32m",X
"119.18.146.36","2314","","","CONNECT","Elite","BANGLADESH","Public","0,213","32m",X
"119.100.148.2","7890","","","CONNECT","Elite","CHINA","Public","0,598","39m",X
"119.148.39.241","2727","","","CONNECT","Elite","BANGLADESH","Public Facebook supremenewyork","0,303","34m",X
"120.26.0.11","8880","","","WEB","Elite","CHINA","Public","0,300","16m",X
"120.26.52.35","80","","","CONNECT","Elite","CHINA","Public","0,298","18m",X
"120.26.104.146","80","","","CONNECT","Elite","CHINA","Public","0,319","38m",X
"120.55.240.71","8647","","","WEB","Unknown","CHINA","Public","0,303","33m",X
"121.43.109.88","80","","","CONNECT","Elite","CHINA","Public","0,321","38m",X
"121.43.154.123","80","","","CONNECT","Elite","CHINA","Public","0,334","34m",X
"121.101.132.181","7777","","","CONNECT","Elite","INDONESIA","Public","2,246","23m",-
"123.146.109.112","1080","","","SOCKS4","Elite","CHINA","Public","2,387","30m",X
"123.200.11.46","2314","","","CONNECT","Elite","BANGLADESH","Public Facebook supremenewyork","0,217","32m",X
"124.83.96.37","8082","","","CONNECT","Elite","PHILIPPINES","Public Google SSL","0,263","24m",-
"125.227.169.85","38157","","","SOCKS4","Elite","TAIWAN","Public Facebook supremenewyork","0,286","44m",-
"128.199.114.189","9090","","","CONNECT","Elite","SINGAPORE","Public supremenewyork","0,162","39m",X
"128.199.113.85","9090","","","CONNECT","Elite","SINGAPORE","Public Facebook supremenewyork","0,164","44m",-
"128.199.116.219","9090","","","CONNECT","Elite","SINGAPORE","Public","0,164","32m",X
"128.199.121.61","9090","","","CONNECT","Elite","SINGAPORE","Public","0,164","38m",-
"128.199.202.122","3128","","","WEB","Elite","SINGAPORE","Public","0,166","44m",X
"128.199.202.122","80","","","CONNECT","Elite","SINGAPORE","Public","0,174","33m",-
"128.199.202.122","1080","","","SOCKS5","Elite","SINGAPORE","Public","0,164","20m",-
"128.199.202.122","8080","","","CONNECT","Elite","SINGAPORE","Public","0,166","44m",-
"128.199.254.13","9090","","","CONNECT","Elite","SINGAPORE","Public Facebook supremenewyork","0,164","44m",X
"129.226.207.13","20201","","","CONNECT","Elite","SINGAPORE","Public","0,359","38m",X
"134.199.159.23","1080","","","SOCKS4","Elite","AUSTRALIA","Public supremenewyork","0,266","34m",-
"134.209.29.120","8080","","","CONNECT","Elite","UNITED KINGDOM","Public","0,052","44m",-
"134.209.29.120","3128","","","CONNECT","Elite","UNITED KINGDOM","Public","0,056","38m",-
"134.209.29.120","1080","","","SOCKS5","Elite","UNITED KINGDOM","Public","0,041","18m",-
"134.209.29.120","80","","","CONNECT","Elite","UNITED KINGDOM","Public","0,041","32m",-
"134.209.169.31","8080","","","WEB","Transparent","UNITED STATES","Public","2,191","35m",X
"138.68.60.8","8080","","","CONNECT","Elite","UNITED STATES","Public","0,164","44m",-
"138.68.60.8","3128","","","WEB","Elite","UNITED STATES","Public","0,165","44m",X
"138.68.60.8","1080","","","SOCKS5","Elite","UNITED STATES","Public","0,165","16m",-
"138.68.60.8","80","","","CONNECT","Elite","UNITED STATES","Public","0,173","34m",-
"139.5.155.245","57412","","","CONNECT","Elite","INDONESIA","Public Facebook supremenewyork","1,196","31m",-
"139.59.1.14","80","","","CONNECT","Elite","INDIA","Public","0,157","34m",-
"139.59.1.14","1080","","","SOCKS5","Elite","INDIA","Public","0,164","17m",-
"139.59.1.14","3128","","","CONNECT","Elite","INDIA","Public","0,183","32m",-
"139.59.24.173","1080","","","SOCKS4","Elite","INDIA","Public SSL","0,156","21m",-
"139.59.1.14","8080","","","CONNECT","Elite","INDIA","Public","0,157","39m",-
"139.129.202.244","80","","","WEB","Unknown","CHINA","Public","0,324","16m",X
"139.162.13.186","8888","","","WEB","Transparent","SINGAPORE","Public","0,166","40m",X
"139.162.78.109","3128","","","CONNECT","Elite","JAPAN","Public","0,260","43m",-
"139.162.78.109","1080","","","SOCKS5","Elite","JAPAN","Public","0,257","20m",-
"139.162.78.109","80","","","CONNECT","Elite","JAPAN","Public","0,271","32m",-
"139.162.78.109","8080","","","CONNECT","Elite","JAPAN","Public","0,279","44m",-
"143.110.217.153","1080","","","SOCKS4","Elite","CANADA","Public SSL","0,119","22m",-
"143.198.147.156","2626","","","CONNECT","Elite","UNITED STATES","Public supremenewyork","0,163","36m",X
"144.124.228.87","1080","","","SOCKS4","Elite","NETHERLANDS","Public supremenewyork","0,040","32m",-
"145.40.97.148","20502","","","CONNECT","Elite","UNITED STATES","Public","1,381","35m",X
"145.40.97.148","10016","","","CONNECT","Elite","UNITED STATES","Public","1,415","37m",-
"145.40.97.148","10397","","","CONNECT","Elite","UNITED STATES","Public","1,343","34m",X
"145.40.97.148","80","","","CONNECT","Elite","UNITED STATES","Public","0,640","20m",-
"146.70.164.210","1080","","","SOCKS4","Elite","ROMANIA","Public","0,059","44m",-
"146.190.80.158","9090","","","CONNECT","Elite","SINGAPORE","Public Facebook supremenewyork","0,165","44m",X
"147.75.33.108","10037","","","CONNECT","Elite","NETHERLANDS","Public","2,421","23m",-
"147.75.33.104","10541","","","CONNECT","Elite","NETHERLANDS","Public","4,429","34m",X
"147.75.101.247","10082","","","CONNECT","Elite","NETHERLANDS","Public","0,231","32m",-
"147.75.101.247","10034","","","CONNECT","Elite","NETHERLANDS","Public","0,559","19m",-
"147.75.68.201","80","","","CONNECT","Elite","UNITED STATES","Public SSL","0,170","16m",X
"147.75.88.121","3128","","","CONNECT","Elite","UNITED STATES","Public","1,672","39m",-
"147.75.88.120","9480","","","CONNECT","Elite","UNITED STATES","Public Google SSL","0,756","14m",-
"147.75.88.38","10009","","","CONNECT","Elite","UNITED STATES","Public","2,416","35m",-
"147.75.88.38","10073","","","CONNECT","Elite","UNITED STATES","Public","0,403","40m",-
"147.185.221.19","14365","","","WEB","Transparent","UNITED STATES","Public","0,014","14m",X
"149.129.255.179","80","","","CONNECT","Elite","INDONESIA","Public","0,186","34m",X
"151.80.147.171","3128","","","WEB","Transparent","FRANCE","Public","0,035","31m",X
"152.42.170.187","9090","","","CONNECT","Elite","SINGAPORE","Public supremenewyork","0,164","44m",-
"152.53.168.53","44887","","","CONNECT","Elite","AUSTRIA","Public","0,115","16m",-
"152.53.168.53","11947","","","CONNECT","Elite","AUSTRIA","Public","0,115","16m",X
"152.53.168.53","12865","","","CONNECT","Elite","AUSTRIA","Public","0,117","17m",X
"152.53.168.53","27853","","","CONNECT","Elite","AUSTRIA","Public Google SSL","0,114","16m",X
"152.53.168.53","26605","","","CONNECT","Elite","AUSTRIA","Public Google SSL","0,107","20m",X
"152.53.168.53","30115","","","CONNECT","Elite","AUSTRIA","Public Google SSL","0,106","17m",X
"152.53.168.53","16909","","","CONNECT","Elite","AUSTRIA","Public SSL","0,109","20m",X
"152.53.168.53","24549","","","CONNECT","Elite","AUSTRIA","Public Google SSL","0,107","20m",X
"152.53.168.53","21841","","","CONNECT","Elite","AUSTRIA","Public Facebook supremenewyork","0,108","32m",X
"152.53.168.53","21967","","","CONNECT","Elite","AUSTRIA","Public Facebook supremenewyork","0,108","32m",X
"152.70.137.18","8888","","","WEB","Anonymous","UNITED STATES","Public","0,173","31m",X
"154.0.14.116","3128","","","WEB","Transparent","SOUTH AFRICA","Public","3,297","15m",X
"154.16.146.41","80","","","WEB","Elite","UNITED STATES","Public","0,131","34m",X
"154.16.146.43","80","","","WEB","Elite","UNITED STATES","Public","0,131","24m",X
"154.16.146.45","80","","","WEB","Elite","UNITED STATES","Public","0,130","23m",X
"154.19.184.154","80","","","WEB","Transparent","UNITED STATES","Public","0,169","32m",X
"154.27.196.33","999","","","CONNECT","Elite","MEXICO","Public Facebook supremenewyork","1,187","31m",X
"154.65.39.7","80","","","WEB","Elite","SENEGAL","Public","0,111","23m",X
"154.65.39.8","80","","","WEB","Elite","SENEGAL","Public","0,102","23m",X
"154.118.231.30","80","","","WEB","Elite","TANZANIA","Public","0,211","37m",X
"154.219.96.241","1080","","","SOCKS5","Elite","HONG KONG","Public supremenewyork","0,273","36m",X
"154.219.119.244","1080","","","SOCKS4","Elite","HONG KONG","Public supremenewyork","0,301","37m",-
"156.244.11.6","80","","","CONNECT","Elite","SAUDI ARABIA","Public","0,097","24m",X
"157.20.219.192","8080","","","CONNECT","Elite","INDONESIA","Public Facebook supremenewyork","1,237","31m",-
"157.20.207.66","1111","","","CONNECT","Elite","INDONESIA","Public Google SSL","0,257","22m",-
"157.20.219.184","5555","","","CONNECT","Elite","INDONESIA","Public Facebook supremenewyork","0,190","31m",-
"157.148.120.3","3128","","","WEB","Transparent","CHINA","Public","0,330","38m",X
"157.175.42.134","9105","","","CONNECT","Elite","BAHRAIN","Public","0,093","40m",X
"157.175.43.137","71","","","CONNECT","Elite","BAHRAIN","Public SSL","0,094","23m",-
"157.175.196.122","44012","","","CONNECT","Elite","BAHRAIN","Public","0,094","24m",-
"157.175.147.228","37","","","CONNECT","Elite","BAHRAIN","Public","0,094","40m",-
"157.175.45.145","33638","","","CONNECT","Elite","BAHRAIN","Public","0,094","40m",-
"159.65.245.255","80","","","WEB","Elite","UNITED STATES","Public","0,115","45m",X
"159.203.61.169","8080","","","CONNECT","Elite","CANADA","Public","0,125","44m",-
"159.203.61.169","3128","","","WEB","Elite","CANADA","Public","0,128","45m",X
"159.203.61.169","80","","","CONNECT","Elite","CANADA","Public","0,119","33m",-
"160.19.19.213","8080","","","CONNECT","Elite","INDONESIA","Public SSL","0,180","19m",X
"160.25.119.116","8080","","","CONNECT","Elite","INDONESIA","Public","0,185","31m",-
"161.35.70.249","80","","","CONNECT","Elite","GERMANY","Public","0,040","34m",-
"161.35.70.249","3128","","","WEB","Elite","GERMANY","Public","0,042","44m",X
"161.35.70.249","8080","","","CONNECT","Elite","GERMANY","Public","0,042","44m",-
"162.55.80.134","1","","","CONNECT","Elite","GERMANY","Public supremenewyork","0,044","32m",X
"164.70.70.13","3172","","","WEB","Transparent","JAPAN","Public","1,308","38m",X
